text,label
Envelope analysis highlights the inner race fault frequency. Periodic transient impacts are observed in the vibration waveform. The fault is located on the inner raceway of the bearing. The bearing shows signs of inner race spalling or pitting. Ball pass frequency inner race (BPFI) components dominate the spectrum.,1
Operating temperature and noise levels are within acceptable limits. No characteristic fault frequencies are present in the spectrum. The frequency domain is clean with only shaft rotation frequency visible. The vibration amplitude remains at a low and stable level.,0
The impact pattern is irregular due to rolling element defect orientation changes. Amplitude instability in vibration suggests rolling element surface irregularity. The envelope spectrum reveals ball fault frequency modulated by cage speed. Surface spalling on rolling elements leads to unstable vibration patterns.,3
Inner race fault progression is indicated by increasing vibration severity. Sidebands spaced at shaft speed appear around the BPFI peaks. High-frequency periodic impulses are detected in the vibration signal. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
Inner race surface degradation is detected through vibration monitoring. Ball pass frequency inner race (BPFI) components dominate the spectrum. The inner race fault characteristic frequency and its harmonics are prominent. Vibration energy increases notably in the high-frequency band.,1
Outer race pitting creates periodic loading variation on rolling elements. Outer race defect frequency components maintain stable amplitude over time. Periodic impulsive behavior is observed without shaft speed modulation. Repetitive impacts at constant intervals indicate outer race damage. The frequency spectrum shows BPFO with limited sideband activity. Stationary outer race damage produces consistent impact patterns.,2
Vibration energy increases notably in the high-frequency band. Sidebands spaced at shaft speed appear around the BPFI peaks. The kurtosis value of vibration signal is elevated indicating impulsive behavior. The bearing shows signs of inner race spalling or pitting. The inner race fault characteristic frequency and its harmonics are prominent.,1
Outer race defect frequency components maintain stable amplitude over time. The vibration signal shows amplitude modulation at outer race defect frequency. Outer race pitting creates periodic loading variation on rolling elements. An outer race defect has developed on the bearing.,2
Vibration energy increases notably in the high-frequency band. The inner race fault characteristic frequency and its harmonics are prominent. High-frequency resonance bands are excited by inner race fault impacts. Impulsive vibration components appear at regular intervals corresponding to inner race defect. Inner race fault progression is indicated by increasing vibration severity. The fault is located on the inner raceway of the bearing.,1
The time-domain signal shows intermittent bursts of high vibration. Surface spalling on rolling elements leads to unstable vibration patterns. The impact pattern is irregular due to rolling element defect orientation changes. The envelope spectrum reveals ball fault frequency modulated by cage speed.,3
Vibration levels increase in the low-to-mid frequency range. An outer race defect has developed on the bearing. Repetitive impacts at constant intervals indicate outer race damage. Envelope spectrum peaks correspond to outer race characteristic frequency.,2
Low-frequency periodic impulses characterize the vibration pattern. Outer race defect frequency components maintain stable amplitude over time. Stationary outer race damage produces consistent impact patterns. The fault location on the outer race is confirmed by directional vibration analysis.,2
The vibration signal shows amplitude modulation at outer race defect frequency. Envelope spectrum peaks correspond to outer race characteristic frequency. An outer race defect has developed on the bearing. Ball pass frequency outer race dominates the lower frequency spectrum. The shock pulse pattern is consistent with outer race surface defects.,2
Amplitude instability in vibration suggests rolling element surface irregularity. Cage frequency sidebands surround the ball defect frequency peaks. Ball fault severity is assessed through changes in vibration statistical indicators.,3
Multiple harmonics of the outer race defect frequency are present. Low-frequency periodic impulses characterize the vibration pattern. The fault location on the outer race is confirmed by directional vibration analysis. Outer race fault is identified through characteristic frequency analysis. Outer race defect frequency components maintain stable amplitude over time.,2
Periodic transient impacts are observed in the vibration waveform. The fault is located on the inner raceway of the bearing. Sidebands spaced at shaft speed appear around the BPFI peaks.,1
Spectral components at twice the ball spin frequency indicate rolling element damage. Ball spin frequency (BSF) components appear in the frequency spectrum. Vibration characteristics change with bearing cage rotation. Ball fault severity is assessed through changes in vibration statistical indicators. Amplitude instability in vibration suggests rolling element surface irregularity.,3
Vibration characteristics change with bearing cage rotation. Spectral components at twice the ball spin frequency indicate rolling element damage. Ball spin frequency (BSF) components appear in the frequency spectrum. Ball fault severity is assessed through changes in vibration statistical indicators. The time-domain signal shows intermittent bursts of high vibration.,3
Vibration characteristics change with bearing cage rotation. The spectrum contains rolling element defect frequency with cage frequency modulation. The rolling element fault produces variable vibration depending on defect orientation.,3
The fault is located on the inner raceway of the bearing. The time-domain signal exhibits sharp spikes with high crest factor. The inner race fault characteristic frequency and its harmonics are prominent. High-frequency resonance bands are excited by inner race fault impacts. Inner race surface degradation is detected through vibration monitoring.,1
No abnormal wear patterns are detected during inspection. Peak-to-peak vibration amplitude is stable across measurement cycles. The overall vibration intensity is within the normal operating range. Spectral energy is concentrated at the fundamental rotation frequency. The machinery runs smoothly without any unusual acoustic emissions. The frequency domain is clean with only shaft rotation frequency visible.,0
The frequency spectrum shows BPFO with limited sideband activity. The bearing exhibits outer raceway surface damage. The shock pulse pattern is consistent with outer race surface defects. The time-domain signal contains periodic transients with moderate amplitude. Multiple harmonics of the outer race defect frequency are present.,2
Envelope analysis highlights the inner race fault frequency. The inner race fault characteristic frequency and its harmonics are prominent. The kurtosis value of vibration signal is elevated indicating impulsive behavior. Impulsive vibration components appear at regular intervals corresponding to inner race defect. Inner race surface degradation is detected through vibration monitoring.,1
The vibration amplitude shows modulation at the shaft rotation frequency. Inner race surface degradation is detected through vibration monitoring. Sidebands spaced at shaft speed appear around the BPFI peaks. The frequency spectrum reveals inner race defect frequency at multiple harmonics.,1
Ball fault severity is assessed through changes in vibration statistical indicators. Frequency components related to ball spin frequency and its harmonics are detected. Spectral components at twice the ball spin frequency indicate rolling element damage. Non-periodic transient spikes indicate rolling element surface damage.,3
Spectral analysis reveals a flat and uniform frequency distribution. All monitoring parameters indicate healthy bearing condition. The machinery runs smoothly without any unusual acoustic emissions. Vibration signals show minimal fluctuation during operation.,0
Operating temperature and noise levels are within acceptable limits. Spectral energy is concentrated at the fundamental rotation frequency. The bearing vibration is smooth with consistent amplitude. No sideband frequencies are observed around the main spectral peaks. Peak-to-peak vibration amplitude is stable across measurement cycles.,0
The bearing vibration is smooth with consistent amplitude. The vibration amplitude remains at a low and stable level. No characteristic fault frequencies are present in the spectrum. The frequency spectrum shows no abnormal peaks or harmonic components. The machinery runs smoothly without any unusual acoustic emissions.,0
Multiple harmonics of the outer race defect frequency are present. The bearing exhibits outer raceway surface damage. Stationary outer race damage produces consistent impact patterns. The vibration signal shows amplitude modulation at outer race defect frequency. Outer race defect frequency components maintain stable amplitude over time.,2
The bearing vibration is smooth with consistent amplitude. The bearing lubrication condition is adequate and effective. Vibration signals show minimal fluctuation during operation. Spectral analysis reveals a flat and uniform frequency distribution. No abnormal wear patterns are detected during inspection.,0
Surface spalling on rolling elements leads to unstable vibration patterns. A rolling element defect is present in the bearing. The spectrum contains rolling element defect frequency with cage frequency modulation. The vibration amplitude fluctuates unpredictably during operation. Cage frequency sidebands surround the ball defect frequency peaks.,3
All monitoring parameters indicate healthy bearing condition. Peak-to-peak vibration amplitude is stable across measurement cycles. No characteristic fault frequencies are present in the spectrum. The overall vibration intensity is within the normal operating range. The bearing operates under normal conditions with no signs of degradation.,0
Surface spalling on rolling elements leads to unstable vibration patterns. Amplitude instability in vibration suggests rolling element surface irregularity. Non-periodic transient spikes indicate rolling element surface damage. The envelope spectrum reveals ball fault frequency modulated by cage speed. Ball surface damage causes intermittent contact anomalies.,3
Rolling element damage creates complex fault signatures in vibration data. A rolling element defect is present in the bearing. The spectrum contains rolling element defect frequency with cage frequency modulation. The vibration amplitude fluctuates unpredictably during operation.,3
All monitoring parameters indicate healthy bearing condition. The frequency domain is clean with only shaft rotation frequency visible. No significant vibration spikes are detected in the time domain.,0
The fault location on the outer race is confirmed by directional vibration analysis. Stationary outer race damage produces consistent impact patterns. The outer race fault characteristic frequency (BPFO) is clearly visible. The time-domain signal contains periodic transients with moderate amplitude.,2
Inner race surface degradation is detected through vibration monitoring. Periodic transient impacts are observed in the vibration waveform. Localized damage on the inner race causes periodic impact excitation. The frequency spectrum reveals inner race defect frequency at multiple harmonics.,1
The bearing vibration is smooth with consistent amplitude. No significant vibration spikes are detected in the time domain. The frequency domain is clean with only shaft rotation frequency visible. The machinery runs smoothly without any unusual acoustic emissions.,0
Ball surface damage causes intermittent contact anomalies. Irregular and erratic impulses appear in the vibration signal. Cage frequency sidebands surround the ball defect frequency peaks. The vibration amplitude fluctuates unpredictably during operation. Ball fault severity is assessed through changes in vibration statistical indicators. Frequency components related to ball spin frequency and its harmonics are detected.,3
Periodic transient impacts are observed in the vibration waveform. An inner race defect is developing on the bearing surface. The time-domain signal exhibits sharp spikes with high crest factor. The inner race fault characteristic frequency and its harmonics are prominent.,1
No significant vibration spikes are detected in the time domain. The overall vibration intensity is within the normal operating range. The frequency spectrum shows no abnormal peaks or harmonic components. Operating temperature and noise levels are within acceptable limits. Spectral analysis reveals a flat and uniform frequency distribution.,0
The kurtosis value of vibration signal is elevated indicating impulsive behavior. The fault is located on the inner raceway of the bearing. Vibration energy increases notably in the high-frequency band. The inner race fault characteristic frequency and its harmonics are prominent.,1
Ball pass frequency inner race (BPFI) components dominate the spectrum. High-frequency periodic impulses are detected in the vibration signal. The bearing shows signs of inner race spalling or pitting.,1
The bearing operates under normal conditions with no signs of degradation. No abnormal wear patterns are detected during inspection. The overall vibration intensity is within the normal operating range. No sideband frequencies are observed around the main spectral peaks. Vibration signals show minimal fluctuation during operation.,0
RMS vibration values are well below the warning threshold. Operating temperature and noise levels are within acceptable limits. The frequency spectrum shows no abnormal peaks or harmonic components.,0
Sidebands spaced at shaft speed appear around the BPFI peaks. Periodic transient impacts are observed in the vibration waveform. High-frequency resonance bands are excited by inner race fault impacts. The fault is located on the inner raceway of the bearing.,1
Outer race defect frequency components maintain stable amplitude over time. The bearing exhibits outer raceway surface damage. Periodic impulsive behavior is observed without shaft speed modulation. The shock pulse pattern is consistent with outer race surface defects. Ball pass frequency outer race dominates the lower frequency spectrum. Outer race fault is identified through characteristic frequency analysis.,2
High-frequency resonance bands are excited by inner race fault impacts. High-frequency periodic impulses are detected in the vibration signal. Sidebands spaced at shaft speed appear around the BPFI peaks. Localized damage on the inner race causes periodic impact excitation.,1
The inner race fault characteristic frequency and its harmonics are prominent. Localized damage on the inner race causes periodic impact excitation. The time-domain signal exhibits sharp spikes with high crest factor. The frequency spectrum reveals inner race defect frequency at multiple harmonics. The kurtosis value of vibration signal is elevated indicating impulsive behavior.,1
Envelope spectrum peaks correspond to outer race characteristic frequency. Low-frequency periodic impulses characterize the vibration pattern. Periodic impulsive behavior is observed without shaft speed modulation. Outer race fault is identified through characteristic frequency analysis.,2
Spectral analysis reveals a flat and uniform frequency distribution. The bearing operates under normal conditions with no signs of degradation. The bearing lubrication condition is adequate and effective. The bearing vibration is smooth with consistent amplitude. Vibration signals show minimal fluctuation during operation.,0
The inner race fault characteristic frequency and its harmonics are prominent. The fault is located on the inner raceway of the bearing. High-frequency periodic impulses are detected in the vibration signal. An inner race defect is developing on the bearing surface.,1
Multiple harmonics of the outer race defect frequency are present. Periodic impulsive behavior is observed without shaft speed modulation. An outer race defect has developed on the bearing. The shock pulse pattern is consistent with outer race surface defects.,2
The bearing lubrication condition is adequate and effective. RMS vibration values are well below the warning threshold. The frequency spectrum shows no abnormal peaks or harmonic components. The frequency domain is clean with only shaft rotation frequency visible.,0
No significant vibration spikes are detected in the time domain. Vibration signals show minimal fluctuation during operation. No sideband frequencies are observed around the main spectral peaks. Spectral energy is concentrated at the fundamental rotation frequency. No abnormal wear patterns are detected during inspection.,0
High-frequency resonance bands are excited by inner race fault impacts. The inner race fault characteristic frequency and its harmonics are prominent. An inner race defect is developing on the bearing surface. Impulsive vibration components appear at regular intervals corresponding to inner race defect. The vibration amplitude shows modulation at the shaft rotation frequency.,1
The envelope spectrum reveals ball fault frequency modulated by cage speed. The time-domain signal shows intermittent bursts of high vibration. The rolling element fault produces variable vibration depending on defect orientation. Cage frequency sidebands surround the ball defect frequency peaks. Surface spalling on rolling elements leads to unstable vibration patterns.,3
The envelope spectrum reveals ball fault frequency modulated by cage speed. Non-periodic transient spikes indicate rolling element surface damage. Surface spalling on rolling elements leads to unstable vibration patterns. Rolling element damage creates complex fault signatures in vibration data.,3
The vibration amplitude shows modulation at the shaft rotation frequency. An inner race defect is developing on the bearing surface. Localized damage on the inner race causes periodic impact excitation. High-frequency resonance bands are excited by inner race fault impacts.,1
RMS vibration values are well below the warning threshold. Peak-to-peak vibration amplitude is stable across measurement cycles. No characteristic fault frequencies are present in the spectrum. No abnormal wear patterns are detected during inspection.,0
High-frequency resonance bands are excited by inner race fault impacts. The fault is located on the inner raceway of the bearing. Vibration energy increases notably in the high-frequency band. Inner race surface degradation is detected through vibration monitoring.,1
The bearing exhibits outer raceway surface damage. The vibration signal shows amplitude modulation at outer race defect frequency. The fault location on the outer race is confirmed by directional vibration analysis. Repetitive impacts at constant intervals indicate outer race damage. The frequency spectrum shows BPFO with limited sideband activity.,2
Vibration energy increases notably in the high-frequency band. Inner race fault progression is indicated by increasing vibration severity. The inner race fault characteristic frequency and its harmonics are prominent. Inner race surface degradation is detected through vibration monitoring. Periodic transient impacts are observed in the vibration waveform. High-frequency resonance bands are excited by inner race fault impacts.,1
Low-frequency periodic impulses characterize the vibration pattern. Outer race pitting creates periodic loading variation on rolling elements. The bearing exhibits outer raceway surface damage. Multiple harmonics of the outer race defect frequency are present. Periodic impulsive behavior is observed without shaft speed modulation.,2
All monitoring parameters indicate healthy bearing condition. The frequency domain is clean with only shaft rotation frequency visible. The bearing vibration is smooth with consistent amplitude. No sideband frequencies are observed around the main spectral peaks. RMS vibration values are well below the warning threshold. Operating temperature and noise levels are within acceptable limits.,0
The time-domain signal contains periodic transients with moderate amplitude. The frequency spectrum shows BPFO with limited sideband activity. An outer race defect has developed on the bearing.,2
Impulsive vibration components appear at regular intervals corresponding to inner race defect. Sidebands spaced at shaft speed appear around the BPFI peaks. Ball pass frequency inner race (BPFI) components dominate the spectrum. The bearing shows signs of inner race spalling or pitting. The kurtosis value of vibration signal is elevated indicating impulsive behavior.,1
Ball surface damage causes intermittent contact anomalies. Non-periodic transient spikes indicate rolling element surface damage. A rolling element defect is present in the bearing. The spectrum contains rolling element defect frequency with cage frequency modulation. Frequency components related to ball spin frequency and its harmonics are detected.,3
The spectrum contains rolling element defect frequency with cage frequency modulation. Surface spalling on rolling elements leads to unstable vibration patterns. The vibration amplitude fluctuates unpredictably during operation.,3
The vibration signal shows amplitude modulation at outer race defect frequency. Outer race defect frequency components maintain stable amplitude over time. Low-frequency periodic impulses characterize the vibration pattern. An outer race defect has developed on the bearing.,2
The vibration amplitude shows modulation at the shaft rotation frequency. The bearing shows signs of inner race spalling or pitting. Ball pass frequency inner race (BPFI) components dominate the spectrum. Localized damage on the inner race causes periodic impact excitation. High-frequency resonance bands are excited by inner race fault impacts. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
The shock pulse pattern is consistent with outer race surface defects. Stationary outer race damage produces consistent impact patterns. The time-domain signal contains periodic transients with moderate amplitude. Outer race pitting creates periodic loading variation on rolling elements. Envelope spectrum peaks correspond to outer race characteristic frequency. Outer race defect frequency components maintain stable amplitude over time.,2
The frequency domain is clean with only shaft rotation frequency visible. The bearing lubrication condition is adequate and effective. Spectral analysis reveals a flat and uniform frequency distribution. Vibration signals show minimal fluctuation during operation. The bearing operates under normal conditions with no signs of degradation. Peak-to-peak vibration amplitude is stable across measurement cycles.,0
The fault is located on the inner raceway of the bearing. The bearing shows signs of inner race spalling or pitting. Impulsive vibration components appear at regular intervals corresponding to inner race defect. High-frequency resonance bands are excited by inner race fault impacts.,1
No sideband frequencies are observed around the main spectral peaks. No significant vibration spikes are detected in the time domain. The bearing lubrication condition is adequate and effective. Spectral energy is concentrated at the fundamental rotation frequency. Vibration signals show minimal fluctuation during operation.,0
Periodic transient impacts are observed in the vibration waveform. Localized damage on the inner race causes periodic impact excitation. The vibration amplitude shows modulation at the shaft rotation frequency. Ball pass frequency inner race (BPFI) components dominate the spectrum. An inner race defect is developing on the bearing surface.,1
Ball spin frequency (BSF) components appear in the frequency spectrum. The impact pattern is irregular due to rolling element defect orientation changes. A rolling element defect is present in the bearing. Rolling element damage creates complex fault signatures in vibration data. The envelope spectrum reveals ball fault frequency modulated by cage speed.,3
No abnormal wear patterns are detected during inspection. Peak-to-peak vibration amplitude is stable across measurement cycles. Spectral energy is concentrated at the fundamental rotation frequency. The bearing lubrication condition is adequate and effective. The frequency spectrum shows no abnormal peaks or harmonic components.,0
Surface spalling on rolling elements leads to unstable vibration patterns. Vibration characteristics change with bearing cage rotation. Spectral components at twice the ball spin frequency indicate rolling element damage. The vibration amplitude fluctuates unpredictably during operation.,3
Localized damage on the inner race causes periodic impact excitation. The bearing shows signs of inner race spalling or pitting. Vibration energy increases notably in the high-frequency band. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Envelope analysis highlights the inner race fault frequency.,1
All monitoring parameters indicate healthy bearing condition. Vibration signals show minimal fluctuation during operation. The overall vibration intensity is within the normal operating range. No sideband frequencies are observed around the main spectral peaks.,0
High-frequency periodic impulses are detected in the vibration signal. Sidebands spaced at shaft speed appear around the BPFI peaks. The frequency spectrum reveals inner race defect frequency at multiple harmonics. An inner race defect is developing on the bearing surface.,1
Periodic impulsive behavior is observed without shaft speed modulation. Outer race defect frequency components maintain stable amplitude over time. The time-domain signal contains periodic transients with moderate amplitude. Envelope spectrum peaks correspond to outer race characteristic frequency. The bearing exhibits outer raceway surface damage.,2
Operating temperature and noise levels are within acceptable limits. No sideband frequencies are observed around the main spectral peaks. The frequency domain is clean with only shaft rotation frequency visible. Peak-to-peak vibration amplitude is stable across measurement cycles.,0
The frequency spectrum reveals inner race defect frequency at multiple harmonics. The vibration amplitude shows modulation at the shaft rotation frequency. Vibration energy increases notably in the high-frequency band. Ball pass frequency inner race (BPFI) components dominate the spectrum. An inner race defect is developing on the bearing surface.,1
Ball surface damage causes intermittent contact anomalies. Frequency components related to ball spin frequency and its harmonics are detected. Irregular and erratic impulses appear in the vibration signal. The rolling element fault produces variable vibration depending on defect orientation.,3
High-frequency resonance bands are excited by inner race fault impacts. The inner race fault characteristic frequency and its harmonics are prominent. The fault is located on the inner raceway of the bearing. The bearing shows signs of inner race spalling or pitting. High-frequency periodic impulses are detected in the vibration signal. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
Inner race surface degradation is detected through vibration monitoring. Vibration energy increases notably in the high-frequency band. The frequency spectrum reveals inner race defect frequency at multiple harmonics. High-frequency periodic impulses are detected in the vibration signal.,1
High-frequency resonance bands are excited by inner race fault impacts. Sidebands spaced at shaft speed appear around the BPFI peaks. High-frequency periodic impulses are detected in the vibration signal. Inner race fault progression is indicated by increasing vibration severity. Inner race surface degradation is detected through vibration monitoring. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
Vibration characteristics change with bearing cage rotation. Ball spin frequency (BSF) components appear in the frequency spectrum. A rolling element defect is present in the bearing. The spectrum contains rolling element defect frequency with cage frequency modulation.,3
Rolling element damage creates complex fault signatures in vibration data. Spectral components at twice the ball spin frequency indicate rolling element damage. The vibration amplitude fluctuates unpredictably during operation. The time-domain signal shows intermittent bursts of high vibration. The spectrum contains rolling element defect frequency with cage frequency modulation.,3
Periodic transient impacts are observed in the vibration waveform. Sidebands spaced at shaft speed appear around the BPFI peaks. The fault is located on the inner raceway of the bearing. Ball pass frequency inner race (BPFI) components dominate the spectrum. An inner race defect is developing on the bearing surface.,1
Sidebands spaced at shaft speed appear around the BPFI peaks. The time-domain signal exhibits sharp spikes with high crest factor. High-frequency periodic impulses are detected in the vibration signal. Envelope analysis highlights the inner race fault frequency. The bearing shows signs of inner race spalling or pitting.,1
The vibration amplitude shows modulation at the shaft rotation frequency. Inner race surface degradation is detected through vibration monitoring. Vibration energy increases notably in the high-frequency band. Localized damage on the inner race causes periodic impact excitation. Sidebands spaced at shaft speed appear around the BPFI peaks.,1
An inner race defect is developing on the bearing surface. The vibration amplitude shows modulation at the shaft rotation frequency. Ball pass frequency inner race (BPFI) components dominate the spectrum.,1
The frequency spectrum shows BPFO with limited sideband activity. Stationary outer race damage produces consistent impact patterns. Periodic impulsive behavior is observed without shaft speed modulation. Outer race pitting creates periodic loading variation on rolling elements.,2
Ball pass frequency outer race dominates the lower frequency spectrum. The time-domain signal contains periodic transients with moderate amplitude. Repetitive impacts at constant intervals indicate outer race damage. The fault location on the outer race is confirmed by directional vibration analysis.,2
Ball pass frequency inner race (BPFI) components dominate the spectrum. Localized damage on the inner race causes periodic impact excitation. Inner race surface degradation is detected through vibration monitoring. Envelope analysis highlights the inner race fault frequency. The vibration amplitude shows modulation at the shaft rotation frequency.,1
The shock pulse pattern is consistent with outer race surface defects. Envelope spectrum peaks correspond to outer race characteristic frequency. Stationary outer race damage produces consistent impact patterns. The vibration signal shows amplitude modulation at outer race defect frequency.,2
The rolling element fault produces variable vibration depending on defect orientation. The impact pattern is irregular due to rolling element defect orientation changes. Cage frequency sidebands surround the ball defect frequency peaks. Ball surface damage causes intermittent contact anomalies. The vibration amplitude fluctuates unpredictably during operation.,3
Ball pass frequency outer race dominates the lower frequency spectrum. Low-frequency periodic impulses characterize the vibration pattern. The shock pulse pattern is consistent with outer race surface defects. Outer race fault is identified through characteristic frequency analysis. Outer race defect frequency components maintain stable amplitude over time.,2
The time-domain signal shows intermittent bursts of high vibration. The envelope spectrum reveals ball fault frequency modulated by cage speed. Cage frequency sidebands surround the ball defect frequency peaks. The rolling element fault produces variable vibration depending on defect orientation.,3
The impact pattern is irregular due to rolling element defect orientation changes. Irregular and erratic impulses appear in the vibration signal. Rolling element damage creates complex fault signatures in vibration data. Frequency components related to ball spin frequency and its harmonics are detected.,3
The frequency domain is clean with only shaft rotation frequency visible. The bearing operates under normal conditions with no signs of degradation. The overall vibration intensity is within the normal operating range. The machinery runs smoothly without any unusual acoustic emissions.,0
Ball pass frequency outer race dominates the lower frequency spectrum. The fault location on the outer race is confirmed by directional vibration analysis. Envelope spectrum peaks correspond to outer race characteristic frequency. Repetitive impacts at constant intervals indicate outer race damage.,2
No abnormal wear patterns are detected during inspection. RMS vibration values are well below the warning threshold. The bearing operates under normal conditions with no signs of degradation. No sideband frequencies are observed around the main spectral peaks. The frequency domain is clean with only shaft rotation frequency visible.,0
Ball surface damage causes intermittent contact anomalies. Vibration characteristics change with bearing cage rotation. The spectrum contains rolling element defect frequency with cage frequency modulation. The vibration amplitude fluctuates unpredictably during operation. The envelope spectrum reveals ball fault frequency modulated by cage speed. Rolling element damage creates complex fault signatures in vibration data.,3
Ball pass frequency outer race dominates the lower frequency spectrum. Outer race pitting creates periodic loading variation on rolling elements. Vibration levels increase in the low-to-mid frequency range. The vibration signal shows amplitude modulation at outer race defect frequency.,2
The frequency spectrum shows BPFO with limited sideband activity. Outer race pitting creates periodic loading variation on rolling elements. Outer race defect frequency components maintain stable amplitude over time. Low-frequency periodic impulses characterize the vibration pattern. Outer race fault is identified through characteristic frequency analysis.,2
The bearing operates under normal conditions with no signs of degradation. The vibration amplitude remains at a low and stable level. Spectral analysis reveals a flat and uniform frequency distribution.,0
The bearing vibration is smooth with consistent amplitude. Spectral analysis reveals a flat and uniform frequency distribution. The bearing lubrication condition is adequate and effective.,0
Spectral energy is concentrated at the fundamental rotation frequency. The bearing vibration is smooth with consistent amplitude. The bearing operates under normal conditions with no signs of degradation.,0
The overall vibration intensity is within the normal operating range. Operating temperature and noise levels are within acceptable limits. The frequency domain is clean with only shaft rotation frequency visible. No sideband frequencies are observed around the main spectral peaks.,0
Frequency components related to ball spin frequency and its harmonics are detected. Surface spalling on rolling elements leads to unstable vibration patterns. The envelope spectrum reveals ball fault frequency modulated by cage speed. Irregular and erratic impulses appear in the vibration signal. Ball surface damage causes intermittent contact anomalies.,3
Frequency components related to ball spin frequency and its harmonics are detected. The impact pattern is irregular due to rolling element defect orientation changes. Ball surface damage causes intermittent contact anomalies. Ball fault severity is assessed through changes in vibration statistical indicators.,3
Cage frequency sidebands surround the ball defect frequency peaks. The vibration amplitude fluctuates unpredictably during operation. Ball spin frequency (BSF) components appear in the frequency spectrum. Ball surface damage causes intermittent contact anomalies. Non-periodic transient spikes indicate rolling element surface damage.,3
Inner race fault progression is indicated by increasing vibration severity. The vibration amplitude shows modulation at the shaft rotation frequency. Impulsive vibration components appear at regular intervals corresponding to inner race defect. The inner race fault characteristic frequency and its harmonics are prominent.,1
Outer race fault is identified through characteristic frequency analysis. The vibration signal shows amplitude modulation at outer race defect frequency. An outer race defect has developed on the bearing. Outer race defect frequency components maintain stable amplitude over time. The shock pulse pattern is consistent with outer race surface defects.,2
Repetitive impacts at constant intervals indicate outer race damage. Envelope spectrum peaks correspond to outer race characteristic frequency. An outer race defect has developed on the bearing. The bearing exhibits outer raceway surface damage.,2
The frequency domain is clean with only shaft rotation frequency visible. No significant vibration spikes are detected in the time domain. The machinery runs smoothly without any unusual acoustic emissions. No abnormal wear patterns are detected during inspection.,0
Low-frequency periodic impulses characterize the vibration pattern. The frequency spectrum shows BPFO with limited sideband activity. Stationary outer race damage produces consistent impact patterns. Envelope spectrum peaks correspond to outer race characteristic frequency. Outer race pitting creates periodic loading variation on rolling elements. The time-domain signal contains periodic transients with moderate amplitude.,2
Frequency components related to ball spin frequency and its harmonics are detected. The rolling element fault produces variable vibration depending on defect orientation. Amplitude instability in vibration suggests rolling element surface irregularity.,3
Spectral energy is concentrated at the fundamental rotation frequency. Spectral analysis reveals a flat and uniform frequency distribution. The overall vibration intensity is within the normal operating range. No abnormal wear patterns are detected during inspection.,0
The bearing operates under normal conditions with no signs of degradation. The bearing lubrication condition is adequate and effective. RMS vibration values are well below the warning threshold. The frequency spectrum shows no abnormal peaks or harmonic components.,0
The spectrum contains rolling element defect frequency with cage frequency modulation. The impact pattern is irregular due to rolling element defect orientation changes. Ball fault severity is assessed through changes in vibration statistical indicators. The rolling element fault produces variable vibration depending on defect orientation. Irregular and erratic impulses appear in the vibration signal.,3
The machinery runs smoothly without any unusual acoustic emissions. The frequency domain is clean with only shaft rotation frequency visible. No significant vibration spikes are detected in the time domain. No characteristic fault frequencies are present in the spectrum.,0
No significant vibration spikes are detected in the time domain. The bearing operates under normal conditions with no signs of degradation. No sideband frequencies are observed around the main spectral peaks. Vibration signals show minimal fluctuation during operation.,0
Irregular and erratic impulses appear in the vibration signal. Ball spin frequency (BSF) components appear in the frequency spectrum. Frequency components related to ball spin frequency and its harmonics are detected. The rolling element fault produces variable vibration depending on defect orientation.,3
The bearing exhibits outer raceway surface damage. The vibration signal shows amplitude modulation at outer race defect frequency. The frequency spectrum shows BPFO with limited sideband activity. Outer race defect frequency components maintain stable amplitude over time. An outer race defect has developed on the bearing.,2
Vibration characteristics change with bearing cage rotation. Frequency components related to ball spin frequency and its harmonics are detected. Spectral components at twice the ball spin frequency indicate rolling element damage. The rolling element fault produces variable vibration depending on defect orientation. Surface spalling on rolling elements leads to unstable vibration patterns.,3
The time-domain signal shows intermittent bursts of high vibration. The rolling element fault produces variable vibration depending on defect orientation. Spectral components at twice the ball spin frequency indicate rolling element damage. Ball surface damage causes intermittent contact anomalies. Non-periodic transient spikes indicate rolling element surface damage.,3
Outer race pitting creates periodic loading variation on rolling elements. Low-frequency periodic impulses characterize the vibration pattern. Vibration levels increase in the low-to-mid frequency range. The fault location on the outer race is confirmed by directional vibration analysis. Ball pass frequency outer race dominates the lower frequency spectrum.,2
All monitoring parameters indicate healthy bearing condition. No significant vibration spikes are detected in the time domain. No sideband frequencies are observed around the main spectral peaks. No abnormal wear patterns are detected during inspection. RMS vibration values are well below the warning threshold.,0
An outer race defect has developed on the bearing. Vibration levels increase in the low-to-mid frequency range. Periodic impulsive behavior is observed without shaft speed modulation. The fault location on the outer race is confirmed by directional vibration analysis. The outer race fault characteristic frequency (BPFO) is clearly visible. Multiple harmonics of the outer race defect frequency are present.,2
The fault is located on the inner raceway of the bearing. High-frequency periodic impulses are detected in the vibration signal. An inner race defect is developing on the bearing surface. Impulsive vibration components appear at regular intervals corresponding to inner race defect. Sidebands spaced at shaft speed appear around the BPFI peaks.,1
